MO_Name;Weekday;Hour;Provider;Number
Тимирязевский;ср;6.0;1;0.1015768402380537
Лианозово;ср;6.0;1;0.3932407148455809
Хамовники;ср;6.0;1;0.39843670734889114
Восточное Дегунино;ср;6.0;1;0.43354243131849146
Савёловский;ср;6.0;1;0.47173443451987157
Академический;ср;6.0;1;0.23467862456583075
Зюзино;ср;6.0;1;0.3477592285677264
Алтуфьевский;ср;6.0;1;0.29668776036145494
Марфино;ср;6.0;1;0.6346247517396466
Чертаново Центральное;ср;6.0;1;0.48191825788070164
Отрадное;ср;6.0;1;0.4600439396863493
Арбат;ср;6.0;1;0.8131572044865751
Чертаново Южное;ср;6.0;1;0.26425621709185815
Бутырский;ср;6.0;1;0.3716019506028092
Тверской;ср;6.0;1;0.5610682469099062
Чертаново Северное;ср;6.0;1;0.37455636972314904
Якиманка;ср;6.0;1;0.42719911243946046
Котловка;ср;6.0;1;0.044744498982045085
Останкинский;ср;6.0;1;0.14230820157118587
Донской;ср;6.0;1;0.2353272341914496
Бибирево;ср;6.0;1;0.6094227664697625
Бирюлёво Западное;ср;6.0;1;0.28529949227724155
Марьина Роща;ср;6.0;1;0.28537721460553467
Нагорный;ср;6.0;1;0.3883121873803536
Свиблово;ср;6.0;1;0.7416044370523415
Даниловский;ср;6.0;1;0.20722883226899064
Мещанский;ср;6.0;1;0.37495926104307237
Южное Медведково;ср;6.0;1;0.6407983494038385
Замоскворечье;ср;6.0;1;1.4596711523385342
Северное Медведково;ср;6.0;1;0.6557508522530525
Нагатино-Садовники;ср;6.0;1;0.20778576550567907
Москворечье-Сабурово;ср;6.0;1;0.2848340695639734
Царицыно;ср;6.0;1;0.4106345520019077
Басманный;ср;6.0;1;0.4354345863334741
Красносельский;ср;6.0;1;0.6604652893023435
Ростокино;ср;6.0;1;0.3563187861155607
Таганский;ср;6.0;1;0.45258479370004573
Алексеевский;ср;6.0;1;0.2381780863852808
Сокольники;ср;6.0;1;0.3195262602137862
Бирюлёво Восточное;ср;6.0;1;0.26602122885065593
Бабушкинский;ср;6.0;1;0.6130597103819896
Южнопортовый;ср;6.0;1;0.27298951322183757
Ярославский;ср;6.0;1;0.45833221722833484
Печатники;ср;6.0;1;0.10180864725814373
Богородское;ср;6.0;1;0.36019159789769134
Метрогородок;ср;6.0;1;0.06166466563863284
Лефортово;ср;6.0;1;0.2780085507355915
Орехово-Борисово Северное;ср;6.0;1;0.22794906390032815
Лосиноостровский;ср;6.0;1;0.48071079874078104
Нижегородский;ср;6.0;1;0.15416245393517283
Перово;ср;6.0;1;0.3054447878993599
Орехово-Борисово Южное;ср;6.0;1;0.2016694495724059
Марьино;ср;6.0;1;0.47991534960352344
Вешняки;ср;6.0;1;0.15308996934392236
Преображенское;ср;6.0;1;0.4631646677318375
Соколиная Гора;ср;6.0;1;0.2145659407707269
Люблино;ср;6.0;1;0.22112936050516357
Текстильщики;ср;6.0;1;0.26097184003989105
Братеево;ср;6.0;1;0.3198221885325649
Зябликово;ср;6.0;1;0.4287402385527839
Рязанский;ср;6.0;1;0.30920743632849457
Измайлово;ср;6.0;1;0.1957983527758437
Новогиреево;ср;6.0;1;0.1830630231858953
Кузьминки;ср;6.0;1;0.168080753924991
Гольяново;ср;6.0;1;0.23592859329607407
Северное Измайлово;ср;6.0;1;0.5789153493454036
Капотня;ср;6.0;1;0.12175564320652882
Выхино-Жулебино;ср;6.0;1;0.27302984832134947
Восточное Измайлово;ср;6.0;1;0.5379955525164205
Ивановское;ср;6.0;1;0.2029845289259752
Кунцево;ср;6.0;1;0.19222540503868527
Саларьево-Румянцево;ср;6.0;1;0.16360362696207797
Южное Бутово;ср;6.0;1;0.36402669660800646
Выхино;ср;6.0;1;0.4302241731864219
Мякинино-Волоколамская-Митино-Пятницкое шоссе;ср;6.0;1;0.2998632649916593
Бульвар Дмитрия Донского;ср;6.0;1;0.3144620882683625
Новокосино;ср;6.0;1;0.7718614893867383
Аэропорт Шереметьево;ср;6.0;1;0.2572871631292564
Аэропорт Домодедово;ср;6.0;1;0.0
Аэропорт Внуково;ср;6.0;1;0.0
Филёвский Парк;ср;7.0;1;0.0924447570442948
Щукино;ср;7.0;1;0.05581177529367013
Нагатинский Затон;ср;7.0;1;0.055937605255944906
Дмитровский;ср;7.0;1;0.23843305304327087
Тёплый Стан;ср;7.0;1;0.15961271367095123
Ховрино;ср;7.0;1;0.5222224925171378
Ломоносовский;ср;7.0;1;0.2946350580530293
Можайский;ср;7.0;1;0.41564861301326467
Строгино;ср;7.0;1;0.11118498388499205
Крылатское;ср;7.0;1;0.20470265281666242
Головинский;ср;7.0;1;0.36266582355411614
Южное Тушино;ср;7.0;1;0.23626258925486426
Северное Тушино;ср;7.0;1;0.27859313160515614
Черёмушки;ср;7.0;1;0.6861135077876896
Покровское-Стрешнево;ср;7.0;1;0.18325378730974615
Хорошёво-Мнёвники;ср;7.0;1;0.1430228319765289
Очаково-Матвеевское;ср;7.0;1;0.17249911213186825
Тропарёво-Никулино;ср;7.0;1;0.17420376024790465
Левобережный;ср;7.0;1;0.4986718853062205
Фили-Давыдково;ср;7.0;1;0.293347850810307
Обручевский;ср;7.0;1;0.3689729687302528
Раменки;ср;7.0;1;0.27503966941340086
Войковский;ср;7.0;1;0.2662460534601055
Сокол;ср;7.0;1;0.15255970755252818
Западное Дегунино;ср;7.0;1;0.2802305649131358
Проспект Вернадского;ср;7.0;1;0.2844449351756762
Ясенево;ср;7.0;1;0.11887613429511605
Дорогомилово;ср;7.0;1;0.1371037499977413
Коньково;ср;7.0;1;0.21721704746488602
Хорошёвский;ср;7.0;1;0.15581040954735728
Беговой;ср;7.0;1;0.6388803376914974
Коптево;ср;7.0;1;0.48092117557410813
Аэропорт;ср;7.0;1;0.30521112240058534
Пресненский;ср;7.0;1;0.6582139046911306
Бескудниковский;ср;7.0;1;0.3795444382103566
Гагаринский;ср;7.0;1;0.24169367489150365
Тимирязевский;ср;7.0;1;0.1015768402380537
Лианозово;ср;7.0;1;0.3617814576579344
Хамовники;ср;7.0;1;0.38072840924449597
Восточное Дегунино;ср;7.0;1;0.45636045401946473
Савёловский;ср;7.0;1;0.43803911776845217
Академический;ср;7.0;1;0.15645241637722052
Зюзино;ср;7.0;1;0.2980793387723369
Алтуфьевский;ср;7.0;1;0.37760260409639723
Марфино;ср;7.0;1;0.5076998013917173
Чертаново Центральное;ср;7.0;1;0.42981898675846364
Отрадное;ср;7.0;1;0.4246559443258609
Арбат;ср;7.0;1;0.9843481949048015
Чертаново Южное;ср;7.0;1;0.2838307516912551
Бутырский;ср;7.0;1;0.42468794354606765
Тверской;ср;7.0;1;0.6464481975266311
Чертаново Северное;ср;7.0;1;0.38896238394327015
Якиманка;ср;7.0;1;0.538642359162798
Котловка;ср;7.0;1;0.06711674847306763
Останкинский;ср;7.0;1;0.11384656125694868
Донской;ср;7.0;1;0.21963875191201962
Бибирево;ср;7.0;1;0.5124691445313911
Бирюлёво Западное;ср;7.0;1;0.29586614013936163
Марьина Роща;ср;7.0;1;0.3424526575266416
Нагорный;ср;7.0;1;0.3376627716350901
Свиблово;ср;7.0;1;0.6413876212344576
Даниловский;ср;7.0;1;0.2643954066880225
Мещанский;ср;7.0;1;0.51310214669052
Южное Медведково;ср;7.0;1;0.549255728060433
Замоскворечье;ср;7.0;1;1.3971138172383113
Северное Медведково;ср;7.0;1;0.6557508522530525
Нагатино-Садовники;ср;7.0;1;0.23087307278408786
Москворечье-Сабурово;ср;7.0;1;0.2581308755423509
Царицыно;ср;7.0;1;0.389022207159702
Басманный;ср;7.0;1;0.37171245174808765
Красносельский;ср;7.0;1;0.5890636364047929
Ростокино;ср;7.0;1;0.3563187861155607
Таганский;ср;7.0;1;0.5077780612244416
Алексеевский;ср;7.0;1;0.2722035272974638
Сокольники;ср;7.0;1;0.2590753461192861
Бирюлёво Восточное;ср;7.0;1;0.2297456067346574
Бабушкинский;ср;7.0;1;0.5950285424295781
Южнопортовый;ср;7.0;1;0.3119880151106715
Ярославский;ср;7.0;1;0.49030888354659075
Печатники;ср;7.0;1;0.07272046232724552
Богородское;ср;7.0;1;0.3190268438522409
Метрогородок;ср;7.0;1;0.05841915692081006
Лефортово;ср;7.0;1;0.2780085507355915
Орехово-Борисово Северное;ср;7.0;1;0.2159517447476793
Лосиноостровский;ср;7.0;1;0.4475583298621065
Нижегородский;ср;7.0;1;0.17787975454058402
Перово;ср;7.0;1;0.2784937772023576
Орехово-Борисово Южное;ср;7.0;1;0.17646076837585517
Марьино;ср;7.0;1;0.42659142186979865
Вешняки;ср;7.0;1;0.15308996934392236
Преображенское;ср;7.0;1;0.4951070586098953
Соколиная Гора;ср;7.0;1;0.203272996519636
Люблино;ср;7.0;1;0.2060523586525388
Текстильщики;ср;7.0;1;0.2982535314741612
Братеево;ср;7.0;1;0.2842863898067243
Зябликово;ср;7.0;1;0.33129927524533304
Рязанский;ср;7.0;1;0.25298790245058644
Измайлово;ср;7.0;1;0.20766491961074332
Новогиреево;ср;7.0;1;0.1627226872763514
Кузьминки;ср;7.0;1;0.19049152111498982
Гольяново;ср;7.0;1;0.22351129891207017
Северное Измайлово;ср;7.0;1;0.5789153493454036
Капотня;ср;7.0;1;0.13282433804348598
Выхино-Жулебино;ср;7.0;1;0.2548278584332595
Восточное Измайлово;ср;7.0;1;0.4912133305584709
Ивановское;ср;7.0;1;0.18533370032371652
Кунцево;ср;7.0;1;0.17162982592739756
Саларьево-Румянцево;ср;7.0;1;0.19334974095518306
Южное Бутово;ср;7.0;1;0.37473336415530073
Выхино;ср;7.0;1;0.4302241731864219
Мякинино-Волоколамская-Митино-Пятницкое шоссе;ср;7.0;1;0.22716914014519643
Бульвар Дмитрия Донского;ср;7.0;1;0.25728716312866023
Новокосино;ср;7.0;1;0.71468656424698
Аэропорт Шереметьево;ср;7.0;1;0.2572871631292564
Аэропорт Домодедово;ср;7.0;1;0.0
Аэропорт Внуково;ср;7.0;1;0.0
Филёвский Парк;ср;8.0;1;0.07395580563543586
Щукино;ср;8.0;1;0.08929884046987221
Нагатинский Затон;ср;8.0;1;0.04661467104662076
Дмитровский;ср;8.0;1;0.26353126915308883
Тёплый Стан;ср;8.0;1;0.17025356124901464
Ховрино;ср;8.0;1;0.4211471713847885
Ломоносовский;ср;8.0;1;0.21428004222038494
Можайский;ср;8.0;1;0.39868336350251915
Строгино;ср;8.0;1;0.1005959378007071
Крылатское;ср;8.0;1;0.20470265281666242
Головинский;ср;8.0;1;0.36266582355411614
Южное Тушино;ср;8.0;1;0.2137613902782105
Северное Тушино;ср;8.0;1;0.27859313160515614
Черёмушки;ср;8.0;1;0.5880972923894482
Покровское-Стрешнево;ср;8.0;1;0.1696794326942094
Хорошёво-Мнёвники;ср;8.0;1;0.12822736659964662
Очаково-Матвеевское;ср;8.0;1;0.19279312532385273
Тропарёво-Никулино;ср;8.0;1;0.197958818463528
Левобережный;ср;8.0;1;0.4848198884921588
Фили-Давыдково;ср;8.0;1;0.26783934204419335
Обручевский;ср;8.0;1;0.3099372937334124
Раменки;ср;8.0;1;0.27503966941340086
Войковский;ср;8.0;1;0.31616718848387526
Сокол;ср;8.0;1;0.2034129434033709
Западное Дегунино;ср;8.0;1;0.2802305649131358
Проспект Вернадского;ср;8.0;1;0.20859295246216256
Ясенево;ср;8.0;1;0.12968305559467205
Дорогомилово;ср;8.0;1;0.21708093749642374
Коньково;ср;8.0;1;0.21721704746488602
Хорошёвский;ср;8.0;1;0.18697249145682873
Беговой;ср;8.0;1;0.660910694163618
Коптево;ср;8.0;1;0.4254302707001726
Аэропорт;ср;8.0;1;0.30521112240058534
Пресненский;ср;8.0;1;0.5740237540911023
Бескудниковский;ср;8.0;1;0.35243412119533113
Гагаринский;ср;8.0;1;0.22558076323207008
Тимирязевский;ср;8.0;1;0.08464736686504476
Лианозово;ср;8.0;1;0.34605182906411114
Хамовники;ср;8.0;1;0.5223947940796573
Восточное Дегунино;ср;8.0;1;0.5019964994214112
Савёловский;ср;8.0;1;0.6065157015255492
Академический;ср;8.0;1;0.15645241637722052
Зюзино;ср;8.0;1;0.28151937550720707
Алтуфьевский;ср;8.0;1;0.48548906240965356
Марфино;ср;8.0;1;0.4653914846090742
Чертаново Центральное;ср;8.0;1;0.3125956267334281
Отрадное;ср;8.0;1;0.3627269524450062
Арбат;ср;8.0;1;1.0699436901139148
Чертаново Южное;ср;8.0;1;0.3131925535903504
Бутырский;ср;8.0;1;0.3008206266784646
Тверской;ср;8.0;1;0.5000825678979599
Чертаново Северное;ср;8.0;1;0.36015035550302793
Якиманка;ср;8.0;1;0.44577298689335004
Котловка;ср;8.0;1;0.06711674847306763
Останкинский;ср;8.0;1;0.11384656125694868
Донской;ср;8.0;1;0.31376964558859943
Бибирево;ср;8.0;1;0.45706707485232184
Бирюлёво Западное;ср;8.0;1;0.26416619655300144
Марьина Роща;ср;8.0;1;0.30440236224590367
Нагорный;ср;8.0;1;0.3038964944715811
Свиблово;ср;8.0;1;0.6614309843980344
Даниловский;ср;8.0;1;0.3072703375022965
Мещанский;ср;8.0;1;0.4933674487408847
Южное Медведково;ср;8.0;1;0.549255728060433
Замоскворечье;ср;8.0;1;1.4596711523385342
Северное Медведково;ср;8.0;1;0.6089115056635488
Нагатино-Садовники;ср;8.0;1;0.25396038006249666
Москворечье-Сабурово;ср;8.0;1;0.2581308755423509
Царицыно;ср;8.0;1;0.37821603473859916
Басманный;ср;8.0;1;0.5416381439757848
Красносельский;ср;8.0;1;0.5533628099560175
Ростокино;ср;8.0;1;0.22906207678857476
Таганский;ср;8.0;1;0.5298553682341999
Алексеевский;ср;8.0;1;0.2722035272974638
Сокольники;ср;8.0;1;0.2072602768954289
Бирюлёво Восточное;ср;8.0;1;0.21160779567665813
Бабушкинский;ср;8.0;1;0.631090878334401
Южнопортовый;ср;8.0;1;0.2534902622774206
Ярославский;ср;8.0;1;0.5009677723193428
Печатники;ср;8.0;1;0.06302440068361279
Богородское;ср;8.0;1;0.30873565534087827
Метрогородок;ср;8.0;1;0.05841915692081006
Лефортово;ср;8.0;1;0.21843528986367902
Орехово-Борисово Северное;ср;8.0;1;0.1679624681370839
Лосиноостровский;ср;8.0;1;0.38125339210475734
Нижегородский;ср;8.0;1;0.17787975454058402
Перово;ср;8.0;1;0.314428458131694
Орехово-Борисово Южное;ср;8.0;1;0.18906510897413054
Марьино;ср;8.0;1;0.38850290205999516
Вешняки;ср;8.0;1;0.12757497445326865
Преображенское;ср;8.0;1;0.4631646677318375
Соколиная Гора;ср;8.0;1;0.2145659407707269
Люблино;ср;8.0;1;0.2010266913683305
Текстильщики;ср;8.0;1;0.22369014860562092
Братеево;ср;8.0;1;0.2724411235647775
Зябликово;ср;8.0;1;0.33129927524533304
Рязанский;ср;8.0;1;0.23893301898110944
Измайлово;ср;8.0;1;0.21359820302819313
Новогиреево;ср;8.0;1;0.1830630231858953
Кузьминки;ср;8.0;1;0.19049152111498982
Гольяново;ср;8.0;1;0.22351129891207017
Северное Измайлово;ср;8.0;1;0.5360327308753736
Капотня;ср;8.0;1;0.13282433804348598
Выхино-Жулебино;ср;8.0;1;0.27302984832134947
Восточное Измайлово;ср;8.0;1;0.44443110860052126
Ивановское;ср;8.0;1;0.19415911462484586
Кунцево;ср;8.0;1;0.14416905377901396
Саларьево-Румянцево;ср;8.0;1;0.19334974095518306
Южное Бутово;ср;8.0;1;0.35332002906071214
Выхино;ср;8.0;1;0.39795736019744027
Мякинино-Волоколамская-Митино-Пятницкое шоссе;ср;8.0;1;0.21808237453938858
Бульвар Дмитрия Донского;ср;8.0;1;0.2286997005588091
Новокосино;ср;8.0;1;0.6003367139674631
Аэропорт Шереметьево;ср;8.0;1;0.3144620882690912
Аэропорт Домодедово;ср;8.0;1;0.0
Аэропорт Внуково;ср;8.0;1;0.0
Филёвский Парк;ср;9.0;1;0.16640056267973066
Щукино;ср;9.0;1;0.08929884046987221
Нагатинский Затон;ср;9.0;1;0.037291736837296606
Дмитровский;ср;9.0;1;0.27608037720799783
Тёплый Стан;ср;9.0;1;0.1489718660928878
Ховрино;ср;9.0;1;0.4211471713847885
Ломоносовский;ср;9.0;1;0.21428004222038494
Можайский;ср;9.0;1;0.36475286448102817
Строгино;ср;9.0;1;0.07941784563213718
Крылатское;ср;9.0;1;0.22663507990416196
Головинский;ср;9.0;1;0.34251772224555416
Южное Тушино;ср;9.0;1;0.19126019130155678
Северное Тушино;ср;9.0;1;0.2593798121841109
Черёмушки;ср;9.0;1;0.637105400088569
Покровское-Стрешнево;ср;9.0;1;0.15610507807867266
Хорошёво-Мнёвники;ср;9.0;1;0.11836372301505842
Очаково-Матвеевское;ср;9.0;1;0.18771962202585663
Тропарёво-Никулино;ср;9.0;1;0.1900404657249869
Левобережный;ср;9.0;1;0.44326389804997374
Фили-Давыдково;ср;9.0;1;0.293347850810307
Обручевский;ср;9.0;1;0.3246962124826225
Раменки;ср;9.0;1;0.28452379594489746
Войковский;ср;9.0;1;0.2163249184363357
Сокол;ср;9.0;1;0.30511941510505636
Западное Дегунино;ср;9.0;1;0.35028820614141976
Проспект Вернадского;ср;9.0;1;0.17066696110540575
Ясенево;ср;9.0;1;0.10806921299556005
Дорогомилово;ср;9.0;1;0.31990874999472974
Коньково;ср;9.0;1;0.2057845712825236
Хорошёвский;ср;9.0;1;0.17658513082033825
Беговой;ср;9.0;1;0.660910694163618
Коптево;ср;9.0;1;0.36993936582623704
Аэропорт;ср;9.0;1;0.30521112240058534
Пресненский;ср;9.0;1;0.5281018537638141
Бескудниковский;ср;9.0;1;0.32532380418030565
Гагаринский;ср;9.0;1;0.22558076323207008
Тимирязевский;ср;9.0;1;0.1015768402380537
Лианозово;ср;9.0;1;0.34605182906411114
Хамовники;ср;9.0;1;0.5312489431318549
Восточное Дегунино;ср;9.0;1;0.5248145221223844
Савёловский;ср;9.0;1;0.6065157015255492
Академический;ср;9.0;1;0.15645241637722052
Зюзино;ср;9.0;1;0.3146393020374667
Алтуфьевский;ср;9.0;1;0.5124606769879676
Марфино;ср;9.0;1;0.5076998013917173
Чертаново Центральное;ср;9.0;1;0.3386452622945471
Отрадное;ср;9.0;1;0.3184919582443957
Арбат;ср;9.0;1;1.027145942509358
Чертаново Южное;ср;9.0;1;0.2936180189909535
Бутырский;ср;9.0;1;0.33621128864063693
Тверской;ср;9.0;1;0.4756882962931814
Чертаново Северное;ср;9.0;1;0.33133832706278565
Якиманка;ср;9.0;1;0.44577298689335004
Котловка;ср;9.0;1;0.08948899796409017
Останкинский;ср;9.0;1;0.15653902172830444
Донской;ср;9.0;1;0.4549659861034692
Бибирево;ср;9.0;1;0.42936604001278716
Бирюлёво Западное;ср;9.0;1;0.26416619655300144
Марьина Роща;ср;9.0;1;0.24732691932479672
Нагорный;ср;9.0;1;0.3038964944715811
Свиблово;ср;9.0;1;0.5812575317437272
Даниловский;ср;9.0;1;0.3287078029094334
Мещанский;ср;9.0;1;0.2762857712948954
Южное Медведково;ср;9.0;1;0.5263700727245816
Замоскворечье;ср;9.0;1;1.58478582253898
Северное Медведково;ср;9.0;1;0.5464590435442104
Нагатино-Садовники;ср;9.0;1;0.27704768734090546
Москворечье-Сабурово;ср;9.0;1;0.22252661684685424
Царицыно;ср;9.0;1;0.4322468968441133
Басманный;ср;9.0;1;0.6478417016180956
Красносельский;ср;9.0;1;0.6069140496291805
Ростокино;ср;9.0;1;0.27996476051936914
Таганский;ср;9.0;1;0.4967394077195624
Алексеевский;ср;9.0;1;0.2211653659291893
Сокольники;ср;9.0;1;0.19862443202478602
Бирюлёво Восточное;ср;9.0;1;0.21765373269599123
Бабушкинский;ср;9.0;1;0.5769973744771666
Южнопортовый;ср;9.0;1;0.3119880151106715
Ярославский;ср;9.0;1;0.45833221722833484
Печатники;ср;9.0;1;0.07756849314906189
Богородское;ср;9.0;1;0.2984444668295157
Метрогородок;ср;9.0;1;0.05841915692081006
Лефортово;ср;9.0;1;0.25815079711162064
Орехово-Борисово Северное;ср;9.0;1;0.1679624681370839
Лосиноостровский;ср;9.0;1;0.38125339210475734
Нижегородский;ср;9.0;1;0.22531435575140643
Перово;ср;9.0;1;0.3503631390610305
Орехово-Борисово Южное;ср;9.0;1;0.2016694495724059
Марьино;ср;9.0;1;0.3808851980980345
Вешняки;ср;9.0;1;0.1360799727501532
Преображенское;ср;9.0;1;0.44719347229280865
Соколиная Гора;ср;9.0;1;0.27103066202618137
Люблино;ср;9.0;1;0.2060523586525388
Текстильщики;ср;9.0;1;0.22369014860562092
Братеево;ср;9.0;1;0.2724411235647775
Зябликово;ср;9.0;1;0.3118110825838428
Рязанский;ср;9.0;1;0.23893301898110944
Измайлово;ср;9.0;1;0.17799850252349428
Новогиреево;ср;9.0;1;0.20340335909543922
Кузьминки;ср;9.0;1;0.20169690470998922
Гольяново;ср;9.0;1;0.23592859329607407
Северное Измайлово;ср;9.0;1;0.5789153493454036
Капотня;ср;9.0;1;0.11068694836957166
Выхино-Жулебино;ср;9.0;1;0.2548278584332595
Восточное Измайлово;ср;9.0;1;0.39764888664257164
Ивановское;ср;9.0;1;0.15885745742032845
Кунцево;ср;9.0;1;0.14416905377901396
Саларьево-Румянцево;ср;9.0;1;0.1784766839586305
Южное Бутово;ср;9.0;1;0.35332002906071214
Выхино;ср;9.0;1;0.4302241731864219
Мякинино-Волоколамская-Митино-Пятницкое шоссе;ср;9.0;1;0.1726485465103493
Бульвар Дмитрия Донского;ср;9.0;1;0.20011223798895797
Новокосино;ср;9.0;1;0.6003367139674631
Аэропорт Шереметьево;ср;9.0;1;0.2858746256991738
Аэропорт Домодедово;ср;9.0;1;0.0
Аэропорт Внуково;ср;9.0;1;0.0
Филёвский Парк;ср;10.0;1;0.1848895140885896
Щукино;ср;10.0;1;0.11162355058734026
Нагатинский Затон;ср;10.0;1;0.037291736837296606
Дмитровский;ср;10.0;1;0.27608037720799783
Тёплый Стан;ср;10.0;1;0.1489718660928878
Ховрино;ср;10.0;1;0.3706095108186139
Ломоносовский;ср;10.0;1;0.24106504749793306
Можайский;ср;10.0;1;0.32233974070416443
Строгино;ср;10.0;1;0.08471236867427966
Крылатское;ср;10.0;1;0.19739184378749589
Головинский;ср;10.0;1;0.31229557028271115
Южное Тушино;ср;10.0;1;0.1800095918132299
Северное Тушино;ср;10.0;1;0.2209531733420204
Черёмушки;ср;10.0;1;0.5390891846903275
Покровское-Стрешнево;ср;10.0;1;0.1493179007709043
Хорошёво-Мнёвники;ср;10.0;1;0.1035682576381761
Очаково-Матвеевское;ср;10.0;1;0.19279312532385273
Тропарёво-Никулино;ср;10.0;1;0.20587717120206914
Левобережный;ср;10.0;1;0.4017079076077887
Фили-Давыдково;ср;10.0;1;0.30610210519336384
Обручевский;ср;10.0;1;0.3689729687302528
Раменки;ср;10.0;1;0.2797817326791492
Войковский;ср;10.0;1;0.23296529677759228
Сокол;ср;10.0;1;0.25426617925421363
Западное Дегунино;ср;10.0;1;0.33861193260337247
Проспект Вернадского;ср;10.0;1;0.2465189438189194
Ясенево;ср;10.0;1;0.11527382719526405
Дорогомилово;ср;10.0;1;0.26278218749567084
Коньково;ср;10.0;1;0.22864952364724841
Хорошёвский;ср;10.0;1;0.15581040954735728
Беговой;ср;10.0;1;0.5727892682751357
Коптево;ср;10.0;1;0.44392723899148445
Аэропорт;ср;10.0;1;0.2670597321005122
Пресненский;ср;10.0;1;0.4821799534365259
Бескудниковский;ср;10.0;1;0.2711031701502547
Гагаринский;ср;10.0;1;0.25780658655093724
Тимирязевский;ср;10.0;1;0.1015768402380537
Лианозово;ср;10.0;1;0.3932407148455809
Хамовники;ср;10.0;1;0.5223947940796573
Восточное Дегунино;ср;10.0;1;0.5248145221223844
Савёловский;ср;10.0;1;0.47173443451987157
Академический;ср;10.0;1;0.15645241637722052
Зюзино;ср;10.0;1;0.26495941224207725
Алтуфьевский;ср;10.0;1;0.48548906240965356
Марфино;ср;10.0;1;0.7192413853049329
Чертаново Центральное;ср;10.0;1;0.2995708089528686
Отрадное;ср;10.0;1;0.3184919582443957
Арбат;ср;10.0;1;0.8131572044865751
Чертаново Южное;ср;10.0;1;0.24468168249246128
Бутырский;ср;10.0;1;0.40699261256498154
Тверской;ср;10.0;1;0.3903083456764565
Чертаново Северное;ср;10.0;1;0.33133832706278565
Якиманка;ср;10.0;1;0.4643468613472396
Котловка;ср;10.0;1;0.08948899796409017
Останкинский;ср;10.0;1;0.17788525196398233
Донской;ср;10.0;1;0.4706544683828992
Бибирево;ср;10.0;1;0.40166500517325254
Бирюлёво Западное;ср;10.0;1;0.26416619655300144
Марьина Роща;ср;10.0;1;0.38050295280737956
Нагорный;ср;10.0;1;0.2870133558898266
Свиблово;ср;10.0;1;0.6213442580708808
Даниловский;ср;10.0;1;0.3215619811070544
Мещанский;ср;10.0;1;0.2960204692445308
Южное Медведково;ср;10.0;1;0.5721413833962844
Замоскворечье;ср;10.0;1;1.3345564821380884
Северное Медведково;ср;10.0;1;0.562072159074045
Нагатино-Садовники;ср;10.0;1;0.20778576550567907
Москворечье-Сабурово;ср;10.0;1;0.2581308755423509
Царицыно;ср;10.0;1;0.37821603473859916
Басманный;ср;10.0;1;0.7328045477319443
Красносельский;ср;10.0;1;0.6783157025267311
Ростокино;ср;10.0;1;0.27996476051936914
Таганский;ср;10.0;1;0.45258479370004573
Алексеевский;ср;10.0;1;0.3402544091218297
Сокольники;ср;10.0;1;0.16408105254221453
Бирюлёво Восточное;ср;10.0;1;0.20556185865732504
Бабушкинский;ср;10.0;1;0.5589662065247551
Южнопортовый;ср;10.0;1;0.3314872660550885
Ярославский;ср;10.0;1;0.45833221722833484
Печатники;ср;10.0;1;0.06787243150542915
Богородское;ср;10.0;1;0.2675709012954279
Метрогородок;ср;10.0;1;0.06491017435645562
Лефортово;ср;10.0;1;0.3077951811715477
Орехово-Борисово Северное;ср;10.0;1;0.1679624681370839
Лосиноостровский;ср;10.0;1;0.4475583298621065
Нижегородский;ср;10.0;1;0.23717300605411204
Перово;ср;10.0;1;0.314428458131694
Орехово-Борисово Южное;ср;10.0;1;0.2142737901706813
Марьино;ср;10.0;1;0.39612060602195587
Вешняки;ср;10.0;1;0.12757497445326865
Преображенское;ср;10.0;1;0.399279885975722
Соколиная Гора;ср;10.0;1;0.3162024390305449
Люблино;ср;10.0;1;0.19600102408412226
Текстильщики;ср;10.0;1;0.24233099432275598
Братеево;ср;10.0;1;0.2842863898067243
Зябликово;ср;10.0;1;0.33129927524533304
Рязанский;ср;10.0;1;0.2248781355116324
Измайлово;ср;10.0;1;0.17206521910604447
Новогиреево;ср;10.0;1;0.1830630231858953
Кузьминки;ср;10.0;1;0.2129022883049886
Гольяново;ср;10.0;1;0.23592859329607407
Северное Измайлово;ср;10.0;1;0.6217979678154335
Капотня;ср;10.0;1;0.11068694836957166
Выхино-Жулебино;ср;10.0;1;0.2548278584332595
Восточное Измайлово;ср;10.0;1;0.44443110860052126
Ивановское;ср;10.0;1;0.17650828602258714
Кунцево;ср;10.0;1;0.15789943985320576
Саларьево-Румянцево;ср;10.0;1;0.2528419689413932
Южное Бутово;ср;10.0;1;0.33190669396612354
Выхино;ср;10.0;1;0.3872017558677797
Мякинино-Волоколамская-Митино-Пятницкое шоссе;ср;10.0;1;0.13630148408711787
Бульвар Дмитрия Донского;ср;10.0;1;0.25728716312866023
Новокосино;ср;10.0;1;0.6003367139674631
Аэропорт Шереметьево;ср;10.0;1;0.34304955083900857
Аэропорт Домодедово;ср;10.0;1;0.02858746256989829
Аэропорт Внуково;ср;10.0;1;0.0
Филёвский Парк;ср;11.0;1;0.1848895140885896
Щукино;ср;11.0;1;0.08929884046987221
Нагатинский Затон;ср;11.0;1;0.04661467104662076
Дмитровский;ср;11.0;1;0.26353126915308883
Тёплый Стан;ср;11.0;1;0.1489718660928878
