Epoch;ExternalName;GasPercent;Latitude;Longitude;ModelName;Provider;RecordId;RegistrationNumber
57190;;26,67;55.8069344;37.7170029;Hyundai Solaris ;1;24625850;н747ну777
57190;;8,33;55.8537788;37.5152245;Hyundai Solaris ;1;24625851;н763ну777
57190;;91,39;55.7247963;37.4103661;Hyundai Solaris ;1;24625852;н764ну777
57190;;34,45;55.7008209;37.71595;Hyundai Solaris ;1;24625853;н767ну777
57190;;37,22;55.8626709;37.4743919;Hyundai Solaris ;1;24625854;н808ну777
57190;;45,57;55.8165512;37.6992722;Hyundai Solaris ;1;24625855;е788пя777
57190;;73,33;55.4149513;37.8949966;Hyundai Solaris ;1;24625856;е937пя777
57190;;56,2;55.8604279;37.4963036;Hyundai Solaris ;1;24625857;е953пя777
57190;;58,74;55.7819099;37.5378609;Hyundai Solaris ;1;24625858;н508ну777
57190;;52,91;55.686409;37.4649696;Hyundai Solaris ;1;24625859;н543ну777
57190;;28,89;55.6776962;37.5292549;Hyundai Solaris ;1;24625860;н580ну777
57190;;52,41;55.888134;37.6758995;Hyundai Solaris ;1;24625861;н582ну777
57190;;50,89;55.8576279;37.6693802;Hyundai Solaris ;1;24625862;н587ну777
57190;;93,67;55.6816444;37.6084442;Hyundai Solaris ;1;24625863;н600ну777
57190;;71,67;55.7090607;37.8227882;Hyundai Solaris ;1;24625864;н601ну777
57190;;79,75;55.8975449;37.5561218;Hyundai Solaris ;1;24625865;н605ну777
57190;;79,24;55.7744255;37.53368;Hyundai Solaris ;1;24625866;н612ну777
57190;;92,15;55.7945442;37.5823936;Hyundai Solaris ;1;24625867;н617ну777
57190;;97,22;55.6763954;37.7250214;Hyundai Solaris ;1;24625868;н618ну777
57190;;26,07;55.8616714;37.6421852;Hyundai Solaris ;1;24625869;н620ну777
57190;;40,76;55.8153381;37.8110809;Hyundai Solaris ;1;24625870;н621ну777
57190;;56,71;55.6916428;37.8104782;Hyundai Solaris ;1;24625871;н623ну777
57190;;20,76;55.7354774;37.8301353;Hyundai Solaris ;1;24625872;н627ну777
57190;;29,87;55.8052673;37.7153091;Hyundai Solaris ;1;24625873;н632ну777
57190;;22,78;55.8122902;37.5835266;Hyundai Solaris ;1;24625874;н633ну777
57190;;30,63;55.8636665;37.4746666;Hyundai Solaris ;1;24625875;н637ну777
57190;;61,52;55.7094841;37.5774193;Hyundai Solaris ;1;24625876;н639ну777
57190;;17,21;55.8777657;37.7290764;Hyundai Solaris ;1;24625877;н644ну777
57190;;64,05;55.8183708;37.7031097;Hyundai Solaris ;1;24625878;н645ну777
57190;;0;55.5514984;37.5349922;Hyundai Solaris ;1;24625879;н650ну777
57190;;57,98;55.7387848;37.7055397;Hyundai Solaris ;1;24625880;н652ну777
57190;;72,66;55.8699799;37.5126419;Hyundai Solaris ;1;24625881;н653ну777
57190;;46,08;55.8727798;37.5511246;Hyundai Solaris ;1;24625882;н654ну777
57190;;56,67;55.6068382;37.6573486;Hyundai Solaris ;1;24625883;н659ну777
57190;;37,22;55.8694572;37.4964561;Hyundai Solaris ;1;24625884;н660ну777
57190;;45,55;55.8941154;37.6018295;Hyundai Solaris ;1;24625885;н661ну777
57190;;36,67;55.7583199;37.4202843;Hyundai Solaris ;1;24625886;н662ну777
57190;;20;55.7127762;37.4592438;Hyundai Solaris ;1;24625887;н664ну777
57190;;81,52;55.8311005;37.4228516;Hyundai Solaris ;1;24625888;н665ну777
57190;;68,1;55.8845253;37.5706863;Hyundai Solaris ;1;24625889;н666ну777
57190;;19,75;55.8020439;37.4569473;Hyundai Solaris ;1;24625890;н667ну777
57190;;93,42;55.7942314;37.4611702;Hyundai Solaris ;1;24625891;н668ну777
57190;;33,33;55.7098083;37.6430435;Hyundai Solaris ;1;24625892;н669ну777
57190;;18,23;55.7664337;37.5926514;Hyundai Solaris ;1;24625893;н673ну777
57190;;35,55;55.6865463;37.5887566;Hyundai Solaris ;1;24625894;н679ну777
57190;;76,11;55.8891029;37.5575562;Hyundai Solaris ;1;24625895;н683ну777
57190;;28,33;55.8274002;37.5901375;Hyundai Solaris ;1;24625896;н684ну777
57190;;91,64;55.6870117;37.4632072;Hyundai Solaris ;1;24625897;н685ну777
57190;;20,55;55.7376366;37.8620872;Hyundai Solaris ;1;24625898;н688ну777
57190;;98,48;55.6811371;37.6545181;Hyundai Solaris ;1;24625899;н689ну777
57190;;15,95;55.6256485;37.7286949;Hyundai Solaris ;1;24625900;н690ну777
57190;;41,67;55.6310463;37.5184326;Hyundai Solaris ;1;24625901;н697ну777
57190;;33,92;55.7709961;37.388607;Hyundai Solaris ;1;24625902;н700ну777
57190;;35,95;55.6751251;37.5421333;Hyundai Solaris ;1;24625903;н713ну777
57190;;98,33;55.8748817;37.5895653;Hyundai Solaris ;1;24625904;н717ну777
57190;;36,71;55.795681;37.642498;Hyundai Solaris ;1;24625905;н726ну777
57190;;64,81;55.7890968;37.7917252;Hyundai Solaris ;1;24625906;н727ну777
57190;;66,11;55.6717377;37.7726936;Hyundai Solaris ;1;24625907;н732ну777
57190;;64,31;55.6826248;37.7296524;Hyundai Solaris ;1;24625908;н738ну777
57190;;32,15;55.8792801;37.6083069;Hyundai Solaris ;1;24625909;н742ну777
57190;;70,13;55.6847725;37.5969009;Hyundai Solaris ;1;24625910;н743ну777
57190;;36,2;55.7751465;37.8289909;Hyundai Solaris ;1;24625911;н758ну777
57190;;32,78;55.8554993;37.6135101;Hyundai Solaris ;1;24625912;н760ну777
57190;;68,61;55.7479515;37.7631073;Hyundai Solaris ;1;24625913;н769ну777
57190;;59,75;55.8383942;37.428112;Hyundai Solaris ;1;24625914;н770ну777
57190;;96,11;55.6637077;37.709816;Hyundai Solaris ;1;24625915;н771ну777
57190;;78,73;55.6313057;37.7523537;Hyundai Solaris ;1;24625916;н772ну777
57190;;19,24;55.8631325;37.6044121;Hyundai Solaris ;1;24625917;н773ну777
57190;;48,33;55.6883354;37.4704323;Hyundai Solaris ;1;24625918;н774ну777
57190;;16,46;55.8833923;37.556942;Hyundai Solaris ;1;24625919;н778ну777
57190;;57,78;55.7075958;37.4806099;Hyundai Solaris ;1;24625920;н791ну777
57190;;56,2;55.658432;37.7240906;Hyundai Solaris ;1;24625921;н794ну777
57190;;29,37;55.6228638;37.6485901;Hyundai Solaris ;1;24625922;н796ну777
57190;;73,16;55.8605919;37.429821;Hyundai Solaris ;1;24625923;н812ну777
57190;;78,73;55.6122742;37.6988335;Hyundai Solaris ;1;24625924;у479ню777
57190;;29,12;55.8630943;37.6617317;Hyundai Solaris ;1;24625925;у544ню777
57190;;19,24;55.6452904;37.7342949;Hyundai Solaris ;1;24625926;у562ню777
57190;;60,56;55.8826675;37.5857239;Hyundai Solaris ;1;24625927;у565ню777
57190;;78,48;55.8604431;37.4337273;Hyundai Solaris ;1;24625928;у573ню777
57190;;81,67;55.6302643;37.6713219;Hyundai Solaris ;1;24625929;у578ню777
57190;;25,57;55.6113739;37.7196121;Hyundai Solaris ;1;24625930;у581ню777
57190;;42,02;55.7911568;37.4783669;Hyundai Solaris ;1;24625931;у585ню777
57190;;17,78;55.6201286;37.7347336;Hyundai Solaris ;1;24625932;у592ню777
57190;;46,58;55.7366943;37.8296585;Hyundai Solaris ;1;24625933;у593ню777
57190;;64,56;55.6011009;37.7115097;Hyundai Solaris ;1;24625934;у594ню777
57190;;35;55.734127;37.6117477;Hyundai Solaris ;1;24625935;у595ню777
57190;;76,67;55.8758507;37.4841881;Hyundai Solaris ;1;24625936;у599ню777
57190;;58,33;55.6275215;37.5057449;Hyundai Solaris ;1;24625937;у602ню777
57190;;73,42;55.5495605;37.5431328;Hyundai Solaris ;1;24625938;у604ню777
57190;;39,75;55.6435852;37.7678032;Hyundai Solaris ;1;24625939;у607ню777
57190;;71,9;55.8831749;37.6453514;Hyundai Solaris ;1;24625940;у620ню777
57190;;36,11;55.8827095;37.6855698;Hyundai Solaris ;1;24625941;у625ню777
57190;;58,48;55.5358734;37.5270004;Hyundai Solaris ;1;24625942;у628ню777
57190;;74,43;55.5482635;37.5410843;Hyundai Solaris ;1;24625943;у629ню777
57190;;39,45;55.842495;37.3687019;Hyundai Solaris ;1;24625944;у631ню777
57190;;78,99;55.6576004;37.4688759;Hyundai Solaris ;1;24625945;у632ню777
57190;;50,56;55.8659477;37.5945358;Hyundai Solaris ;1;24625946;у634ню777
57190;;76,96;55.8659477;37.5971718;Hyundai Solaris ;1;24625947;у636ню777
57190;;50,48;55.698597;37.8657074;Hyundai Solaris ;1;24625948;у637ню777
57190;;75,95;55.8081665;37.8267632;Hyundai Solaris ;1;24625949;у638ню777
57190;;28,89;55.8089828;37.8174591;Hyundai Solaris ;1;24625950;у639ню777
57190;;26,67;55.6442146;37.6674538;Hyundai Solaris ;1;24625951;у641ню777
57190;;76,11;55.8209496;37.582077;Hyundai Solaris ;1;24625952;у642ню777
57190;;48,33;55.8557434;37.6990929;Hyundai Solaris ;1;24625953;у643ню777
57190;;98,48;55.6332855;37.7979393;Hyundai Solaris ;1;24625954;у648ню777
57190;;68,1;55.8030701;37.7909737;Hyundai Solaris ;1;24625955;у651ню777
57190;;52,78;55.8026581;37.8365707;Hyundai Solaris ;1;24625956;у652ню777
57190;;32,15;55.7496567;37.8733978;Hyundai Solaris ;1;24625957;у654ню777
57190;;87,59;55.6087227;37.7594719;Hyundai Solaris ;1;24625958;у655ню777
57190;;62,02;55.8111687;37.7256622;Hyundai Solaris ;1;24625959;у661ню777
57190;;48,35;55.5925102;37.6140175;Hyundai Solaris ;1;24625960;у662ню777
57190;;31,67;55.7433319;37.6690826;Hyundai Solaris ;1;24625961;у666ню777
57190;;49,37;55.4152794;37.8957062;Hyundai Solaris ;1;24625962;у667ню777
57190;;94,68;55.8799248;37.5881042;Hyundai Solaris ;1;24625963;у668ню777
57190;;33,67;55.7122269;37.7230377;Hyundai Solaris ;1;24625964;у671ню777
57190;;24,56;55.7347527;37.8304787;Hyundai Solaris ;1;24625965;у672ню777
57190;;95,56;55.6902771;37.7900848;Hyundai Solaris ;1;24625966;у676ню777
57190;;52,15;55.6693497;37.5557671;Hyundai Solaris ;1;24625967;у677ню777
57190;;58,89;55.6586647;37.5179443;Hyundai Solaris ;1;24625968;у678ню777
57190;;41,11;55.7633858;37.7869835;Hyundai Solaris ;1;24625969;у682ню777
57190;;28,1;55.8589287;37.5198288;Hyundai Solaris ;1;24625970;у683ню777
57190;;73,33;55.8291321;37.3716125;Hyundai Solaris ;1;24625971;у684ню777
57190;;84,31;55.6245689;37.6460342;Hyundai Solaris ;1;24625972;у686ню777
57190;;43,89;55.6629143;37.8093338;Hyundai Solaris ;1;24625973;у687ню777
57190;;33,92;55.7215309;37.5116844;Hyundai Solaris ;1;24625974;у688ню777
57190;;21,67;55.8167725;37.7940331;Hyundai Solaris ;1;24625975;у694ню777
57190;;52,66;55.8823013;37.5723534;Hyundai Solaris ;1;24625976;у695ню777
57190;;90;55.7256012;37.416214;Hyundai Solaris ;1;24625977;у697ню777
57190;;93,42;55.7710342;37.4334946;Hyundai Solaris ;1;24625978;у700ню777
57190;;33,42;55.8864937;37.7009659;Hyundai Solaris ;1;24625979;у703ню777
57190;;87,22;55.6614799;37.5973778;Hyundai Solaris ;1;24625980;у705ню777
57190;;61,11;55.874691;37.5784302;Hyundai Solaris ;1;24625981;у706ню777
57190;;21,52;55.6837883;37.4606247;Hyundai Solaris ;1;24625982;у707ню777
57190;;30,55;55.7997627;37.82481;Hyundai Solaris ;1;24625983;у708ню777
57190;;81,52;55.6154976;37.7212219;Hyundai Solaris ;1;24625984;у712ню777
57190;;60;55.4155655;37.8954048;Hyundai Solaris ;1;24625985;у722ню777
57190;;46,19;55.6304588;37.5102501;Hyundai Solaris ;1;24625986;у723ню777
57190;;74,44;55.8478088;37.6412125;Hyundai Solaris ;1;24625987;у725ню777
57190;;56,11;55.8894844;37.5377083;Hyundai Solaris ;1;24625988;у728ню777
57190;;22,78;55.5995445;37.6709251;Hyundai Solaris ;1;24625989;у730ню777
57190;;51,11;55.811264;37.5579529;Hyundai Solaris ;1;24625990;у733ню777
57190;;22,78;55.8001175;37.6451874;Hyundai Solaris ;1;24625991;у737ню777
57190;;81,11;55.4154968;37.8935089;Hyundai Solaris ;1;24625992;у739ню777
57190;;60;55.6722298;37.8588104;Hyundai Solaris ;1;24625993;у741ню777
57190;;67,22;55.868969;37.5397301;Hyundai Solaris ;1;24625994;у744ню777
57190;;66,83;55.8197365;37.8181992;Hyundai Solaris ;1;24625995;у746ню777
57190;;70,63;55.817234;37.4039726;Hyundai Solaris ;1;24625996;у748ню777
57190;;46,08;55.6924629;37.4270859;Hyundai Solaris ;1;24625997;у750ню777
57190;;34,94;55.8430405;37.5357132;Hyundai Solaris ;1;24625998;X751OA777
57190;;60;55.7591782;37.6261063;Hyundai Solaris ;1;24625999;у752ню777
57190;;80,76;55.7712669;37.7280655;Hyundai Solaris ;1;24626000;у753ню777
57190;;59,49;55.7012177;37.5339394;Hyundai Solaris ;1;24626001;у758ню777
57190;;58,89;55.6815186;37.6466904;Hyundai Solaris ;1;24626002;X763OA777
57190;;43,81;55.5845566;37.6983261;Hyundai Solaris ;1;24626003;у765ню777
57190;;88,33;55.6460571;37.7115631;Hyundai Solaris ;1;24626004;у770ню777
57190;;32,66;55.8760986;37.5870247;Hyundai Solaris ;1;24626005;у780ню777
57190;;57,72;55.7705154;37.5168495;Hyundai Solaris ;1;24626006;у781ню777
57190;;56,2;55.7636032;37.7845917;Hyundai Solaris ;1;24626007;у800ню777
57190;;74,43;55.783947;37.5573807;Hyundai Solaris ;1;24626008;у806ню777
57190;;75,44;55.6885948;37.7186699;Hyundai Solaris ;1;24626009;н631ну777
57190;;24,05;55.6142006;37.7064972;Hyundai Solaris ;1;24626010;н674ну777
57190;;19,49;55.6363716;37.6181564;Hyundai Solaris ;1;24626011;н725ну777
57190;;107;55.873096086055;37.487173084516;Hyundai Solaris;3;24626015;л 327пе 777
57190;;88;55.731367386349;37.406335579559;Hyundai Solaris;3;24626014;л 354пе 777
57190;;23;55.685405;37.41301;Smart;2;24625503;Л563ЙС750
57190;;60;55.604903599155;37.717695580264;Hyundai Solaris;3;24626013;л 386пе 777
57190;;34;55.7050316666667;37.5035566666667;Smart;2;24625506;Б410ЙС750
57190;;105;55.686573091821;37.58472506832;Hyundai Solaris;3;24626012;л 410 пе 777
57190;;128;55.749307592807;37.871873690251;Hyundai Solaris;3;24626022;ю 409пм 777
57190;;13;55.7517083333333;37.5664916666667;Smart;2;24625509;Р040ЙЯ750
57190;;7;55.6855383333333;37.4145766666667;Smart;2;24625511;Б915ЙС750
57190;;96;55.7745616666667;37.6787133333333;Smart;2;24625502;С068ЮН750
57190;;61;55.7706883333333;37.6111183333333;Smart;2;24625504;М428ЛР750
57190;;25;55.739252;37.676772;Smart;2;24625508;Л214ЕБ750
57190;;20;55.685568;37.414288;Smart;2;24625507;Е952ЛС750
